Iteration,Time,BestCost,CurrentCost
0,0.011000394821166992,21377.70902709986,21377.70902709986
1,0.3048136234283447,21338.54101372125,21338.54101372125
2,0.6203548908233643,21315.676857578135,21315.676857578135
3,0.9494040012359619,21293.918846804725,21293.918846804725
4,1.2736468315124512,21274.917103283573,21274.917103283573
5,1.613487958908081,21256.60149286252,21256.60149286252
6,1.9180264472961426,21247.517824474766,21247.517824474766
7,2.2856321334838867,21238.452679371298,21238.452679371298
8,2.667696475982666,21195.80999588793,21195.80999588793
9,3.023245096206665,21187.746989399155,21187.746989399155
10,3.3603010177612305,21177.052611114745,21177.052611114745
11,3.693068504333496,21170.259274645876,21170.259274645876
12,4.06463360786438,21164.22077912657,21164.22077912657
13,4.38617467880249,21158.559810749277,21158.559810749277
14,4.708712577819824,21147.944361290756,21147.944361290756
15,5.053770542144775,21143.066251250417,21143.066251250417
16,5.43231725692749,21134.180213306183,21134.180213306183
17,5.791906833648682,21129.835610467515,21129.835610467515
18,6.109435319900513,21125.900770909,21125.900770909
19,6.411972761154175,21089.45041156476,21089.45041156476
20,6.708509922027588,21086.666356868947,21086.666356868947
21,7.073565721511841,21085.89851145887,21085.89851145887
22,7.428110599517822,21085.89851145887,21085.89851145887
23,7.693647384643555,21085.89851145887,21085.89851145887
24,8.022138118743896,21085.89851145887,21085.89851145887
25,8.341862678527832,21085.89851145887,21085.89851145887
26,8.636892557144165,21085.89851145887,21085.89851145887
27,8.998940467834473,21085.89851145887,21085.89851145887
28,9.395987749099731,21085.898511458865,21085.898511458865
29,9.728529691696167,21085.898511458865,21085.898511458865
30,10.067581415176392,21085.898511458865,21085.898511458865
31,10.40685224533081,21085.898511458865,21085.898511458865
32,10.787903547286987,21085.898511458865,21085.898511458865
33,11.128445148468018,21085.898511458865,21085.898511458865
34,11.45149040222168,21085.898511458865,21085.898511458865
35,11.787032127380371,21085.898511458865,21085.898511458865
36,12.102571487426758,21085.898511458865,21085.898511458865
37,12.495027542114258,21085.898511458865,21085.898511458865
38,12.871076107025146,21085.898511458865,21085.898511458865
39,13.245124101638794,21085.898511458865,21085.898511458865
40,13.599660396575928,21085.898511458865,21085.898511458865
41,13.850203037261963,21085.898511458865,21085.89851145887
42,14.166746139526367,21085.898511458865,21085.89851145887
43,14.488290309906006,21085.898511458865,21085.89851145887
44,14.814164638519287,21085.898511458865,21085.89851145887
45,15.151216745376587,21085.898511458865,21085.89851145887
46,15.520752668380737,21085.898511458865,21085.89851145887
47,15.863810062408447,21085.898511458865,21085.89851145887
48,16.2003493309021,21085.898511458865,21085.89851145887
49,16.549397706985474,21085.898511458865,21085.89851145887
50,16.87691855430603,21085.898511458865,21085.89851145887
51,17.172457933425903,21085.898511458865,21085.89851145887
52,17.50399923324585,21085.898511458865,21085.898511458865
53,17.800538063049316,21085.898511458865,21085.898511458865
54,18.12307643890381,21085.898511458865,21085.898511458865
55,18.438616514205933,21085.898511458865,21085.898511458865
56,18.790663480758667,21085.898511458865,21085.898511458865
57,19.087010145187378,21085.898511458865,21085.898511458865
58,19.42354440689087,21085.898511458865,21085.898511458865
59,19.775593280792236,21085.898511458865,21085.898511458865
60,20.112127542495728,21085.898511458865,21085.898511458865
61,20.428667306900024,21085.898511458865,21085.898511458865
62,20.72020173072815,21085.898511458865,21085.898511458865
63,21.062251806259155,21085.898511458865,21085.898511458865
64,21.38966464996338,21085.898511458865,21085.898511458865
65,21.647200345993042,21085.898511458865,21085.898511458865
66,21.997735261917114,21085.898511458865,21085.898511458865
67,22.31827449798584,21085.898511458865,21085.898511458865
68,22.633814573287964,21085.898511458865,21085.898511458865
69,22.995859622955322,21085.898511458865,21085.898511458865
70,23.32825493812561,21085.898511458865,21085.898511458865
71,23.605318069458008,21085.898511458865,21085.898511458865
72,23.866854906082153,21085.898511458865,21085.898511458865
73,24.205395936965942,21085.898511458865,21085.898511458865
74,24.56844687461853,21085.898511458865,21085.898511458865
75,24.94298219680786,21085.898511458865,21085.898511458865
76,25.330032348632812,21085.898511458865,21085.89851145887
77,25.659037828445435,21085.898511458865,21085.89851145887
78,25.973573446273804,21085.898511458865,21085.89851145887
79,26.269957542419434,21085.898511458865,21085.89851145887
80,26.539984941482544,21085.898511458865,21085.89851145887
81,26.866031885147095,21085.898511458865,21085.89851145887
82,27.2490816116333,21085.898511458865,21085.89851145887
83,27.60662007331848,21085.898511458865,21085.89851145887
84,27.96293544769287,21085.898511458865,21085.89851145887
85,28.30447268486023,21085.898511458865,21085.89851145887
86,28.60401177406311,21085.898511458865,21085.89851145887
87,28.937551975250244,21085.898511458865,21085.89851145887
88,29.25160002708435,21085.898511458865,21085.89851145887
89,29.567139148712158,21085.898511458865,21085.89851145887
90,29.8341703414917,21085.898511458865,21085.89851145887
91,30.219172954559326,21085.898511458865,21085.89851145887
92,30.608264446258545,21085.898511458865,21085.89851145887
93,30.960357427597046,21085.898511458865,21085.89851145887
94,31.278894424438477,21085.898511458865,21085.89851145887
95,31.62143111228943,21085.898511458865,21085.89851145887
96,31.953479766845703,21085.898511458865,21085.89851145887
97,32.340728759765625,21085.898511458865,21085.89851145887
98,32.67677593231201,21085.898511458865,21085.89851145887
99,33.0313184261322,21085.898511458865,21085.89851145887
100,33.420369148254395,21085.898511458865,21085.89851145887
101,33.810423135757446,21085.898511458865,21085.89851145887
102,34.14647698402405,21085.898511458865,21085.89851145887
103,34.5079345703125,21085.898511458865,21085.89851145887
104,34.86699318885803,21085.898511458865,21085.89851145887
105,35.178528785705566,21085.898511458865,21085.89851145887
