Iteration,Time,BestCost,CurrentCost
0,0.0029985904693603516,28941.984425178514,28941.984425178514
1,0.15999913215637207,28861.133542486303,28861.133542486303
2,0.31999921798706055,28789.043582861523,28789.043582861523
3,0.44499969482421875,28730.618443477542,28730.618443477542
4,0.555999755859375,28680.518099080942,28680.518099080942
5,0.6889991760253906,28654.50321634302,28654.50321634302
6,0.8209986686706543,28631.96314469959,28631.96314469959
7,0.963998556137085,28616.352958528827,28616.352958528827
8,1.113999366760254,28603.57025245311,28603.57025245311
9,1.2643592357635498,28597.617256725294,28597.617256725294
10,1.421889066696167,28586.739170416102,28586.739170416102
11,1.5778882503509521,28574.547516739764,28574.547516739764
12,1.7088892459869385,28571.001242339902,28571.001242339902
13,1.8208887577056885,28571.001242339902,28571.001242339902
14,1.983888864517212,28571.001242339902,28571.001242339902
15,2.1468894481658936,28571.001242339902,28571.001242339902
16,2.29288911819458,28571.001242339902,28571.001242339902
17,2.4138896465301514,28571.001242339902,28571.001242339902
18,2.5118892192840576,28571.001242339902,28571.001242339902
19,2.6388895511627197,28571.001242339902,28571.001242339902
20,2.7898895740509033,28571.001242339902,28571.001242339902
21,2.9148898124694824,28571.001242339902,28571.001242339902
22,3.0208892822265625,28571.001242339902,28571.001242339902
23,3.110888957977295,28571.001242339902,28571.001242339902
24,3.2058889865875244,28571.001242339902,28571.001242339902
25,3.3538904190063477,28571.001242339902,28571.001242339902
26,3.4947829246520996,28571.001242339902,28571.001242339902
27,3.6402950286865234,28571.001242339902,28571.001242339902
28,3.7812983989715576,28571.001242339902,28571.001242339902
29,3.9252943992614746,28571.001242339902,28571.001242339902
30,4.033294916152954,28571.001242339902,28571.001242339902
31,4.189295053482056,28571.001242339902,28571.001242339902
32,4.311294794082642,28571.001242339902,28571.001242339902
33,4.439295291900635,28571.001242339902,28571.001242339902
34,4.582294940948486,28571.001242339902,28571.001242339902
35,4.7112956047058105,28571.001242339902,28571.001242339902
36,4.801294803619385,28571.001242339902,28571.001242339902
37,4.899293899536133,28571.001242339902,28571.001242339902
38,5.025295257568359,28571.001242339902,28571.001242339902
39,5.1312947273254395,28571.001242339902,28571.001242339902
40,5.284294605255127,28571.001242339902,28571.001242339902
41,5.4342944622039795,28571.001242339902,28571.001242339902
42,5.56229567527771,28571.001242339902,28571.001242339902
43,5.718027591705322,28571.001242339902,28571.001242339902
44,5.863027572631836,28571.001242339902,28571.001242339902
45,6.026026964187622,28571.001242339902,28571.001242339902
46,6.147027492523193,28571.001242339902,28571.001242339902
47,6.281027317047119,28571.001242339902,28571.001242339902
48,6.374027490615845,28571.001242339902,28571.001242339902
49,6.509027004241943,28571.001242339902,28571.001242339902
50,6.654027223587036,28571.001242339902,28571.001242339902
51,6.760027647018433,28571.001242339902,28571.001242339902
52,6.908026456832886,28571.001242339902,28571.001242339902
53,7.034027099609375,28571.001242339902,28571.001242339902
54,7.1420276165008545,28571.001242339902,28571.001242339902
55,7.29902720451355,28571.001242339902,28571.001242339902
56,7.424027681350708,28571.001242339902,28571.001242339902
57,7.547027111053467,28571.001242339902,28571.001242339902
58,7.668027400970459,28571.001242339902,28571.001242339902
59,7.8092710971832275,28571.001242339902,28571.001242339902
60,7.95379900932312,28571.001242339902,28571.001242339902
61,8.116799354553223,28571.001242339902,28571.001242339902
62,8.26479959487915,28571.001242339902,28571.001242339902
63,8.397798299789429,28571.001242339902,28571.001242339902
64,8.55479884147644,28571.001242339902,28571.001242339902
65,8.684799194335938,28571.001242339902,28571.001242339902
66,8.795798778533936,28571.001242339902,28571.001242339902
67,8.922798871994019,28571.001242339902,28571.001242339902
68,9.020798921585083,28571.001242339902,28571.001242339902
69,9.158799409866333,28571.001242339902,28571.001242339902
70,9.29879879951477,28571.001242339902,28571.001242339902
71,9.43579912185669,28571.001242339902,28571.001242339902
72,9.55479907989502,28571.001242339902,28571.001242339902
73,9.677799463272095,28571.001242339902,28571.001242339902
74,9.802799463272095,28571.001242339902,28571.001242339902
75,9.919883728027344,28571.001242339902,28571.001242339902
76,10.083979845046997,28571.001242339902,28571.001242339902
77,10.24497938156128,28571.001242339902,28571.001242339902
78,10.403980493545532,28571.001242339902,28571.001242339902
79,10.514979839324951,28571.001242339902,28571.001242339902
80,10.642979860305786,28571.001242339902,28571.001242339902
81,10.806979894638062,28571.001242339902,28571.001242339902
82,10.969980239868164,28571.001242339902,28571.001242339902
83,11.133979797363281,28571.001242339902,28571.001242339902
84,11.296979665756226,28571.001242339902,28571.001242339902
85,11.461979866027832,28571.001242339902,28571.001242339902
86,11.60297966003418,28571.001242339902,28571.001242339902
87,11.737980365753174,28571.001242339902,28571.001242339902
88,11.855979681015015,28571.001242339902,28571.001242339902
89,11.98997950553894,28571.001242339902,28571.001242339902
90,12.142753839492798,28571.001242339902,28571.001242339902
91,12.307321786880493,28571.001242339902,28571.001242339902
92,12.472322940826416,28571.001242339902,28571.001242339902
93,12.63732361793518,28571.001242339902,28571.001242339902
94,12.78732180595398,28571.001242339902,28571.001242339902
95,12.901322603225708,28571.001242339902,28571.001242339902
96,13.00432300567627,28571.001242339902,28571.001242339902
97,13.13032341003418,28571.001242339902,28571.001242339906
98,13.272322654724121,28571.001242339902,28571.001242339906
99,13.428322553634644,28571.001242339902,28571.001242339906
100,13.592322826385498,28571.001242339902,28571.001242339906
101,13.706322431564331,28571.001242339902,28571.001242339906
102,13.870322704315186,28571.001242339902,28571.001242339906
103,14.033322811126709,28571.001242339902,28571.001242339906
104,14.197322845458984,28571.001242339902,28571.001242339906
105,14.351163148880005,28571.001242339902,28571.001242339906
106,14.477675676345825,28571.001242339902,28571.001242339906
107,14.630675792694092,28571.001242339902,28571.001242339906
108,14.78467583656311,28571.001242339902,28571.001242339906
109,14.935675621032715,28571.001242339902,28571.001242339906
110,15.062675714492798,28571.001242339902,28571.001242339906
111,15.228676080703735,28571.001242339902,28571.001242339906
112,15.327675104141235,28571.001242339902,28571.001242339906
113,15.47467565536499,28571.001242339902,28571.001242339906
114,15.639675617218018,28571.001242339902,28571.001242339906
115,15.805676460266113,28571.001242339902,28571.001242339906
116,15.957675695419312,28571.001242339902,28571.001242339902
117,16.097676038742065,28571.001242339902,28571.001242339902
118,16.262675762176514,28571.001242339902,28571.001242339902
119,16.404677867889404,28571.001242339902,28571.001242339902
120,16.569686889648438,28571.001242339902,28571.001242339902
121,16.714686155319214,28571.001242339902,28571.001242339902
122,16.84768533706665,28571.001242339902,28571.001242339902
123,16.973686695098877,28571.001242339902,28571.001242339902
124,17.08368682861328,28571.001242339902,28571.001242339902
125,17.19068670272827,28571.001242339902,28571.001242339902
126,17.298686027526855,28571.001242339902,28571.001242339902
127,17.425687074661255,28571.001242339902,28571.001242339902
128,17.591686964035034,28571.001242339902,28571.001242339902
129,17.750686407089233,28571.001242339902,28571.001242339902
130,17.871686458587646,28571.001242339902,28571.001242339902
131,17.99368715286255,28571.001242339902,28571.001242339902
132,18.097686529159546,28571.001242339902,28571.001242339902
133,18.2066867351532,28571.001242339902,52491.14790417067
134,18.356686115264893,28571.001242339902,49860.62589993167
135,18.501686334609985,28571.001242339902,47665.54435409124
136,18.63997745513916,28571.001242339902,45891.88925036892
137,18.806512117385864,28571.001242339902,44433.079574904186
138,18.960511684417725,28571.001242339902,43166.09172550324
139,19.100512504577637,28571.001242339902,41937.98965284764
140,19.247512578964233,28571.001242339902,40832.44460957468
141,19.381511688232422,28571.001242339902,39759.837520562905
142,19.52451181411743,28571.001242339902,38723.84592291611
143,19.633512496948242,28571.001242339902,37983.55783360575
144,19.781511783599854,28571.001242339902,37244.71117777967
145,19.900511980056763,28571.001242339902,36531.30322977959
146,20.03551149368286,28571.001242339902,35835.126886822196
147,20.149514198303223,28571.001242339902,35174.06300044604
148,20.254511833190918,28571.001242339902,34560.37223684072
149,20.373512029647827,28571.001242339902,34038.86810574884
150,20.479511976242065,28571.001242339902,33528.914983220166
151,20.63851237297058,28571.001242339902,33030.65792689527
152,20.79866313934326,28571.001242339902,32590.876516857425
153,20.934630632400513,28571.001242339902,32278.28566274014
154,21.095630168914795,28571.001242339902,32051.841718640117
155,21.2346293926239,28571.001242339902,31829.372032958017
156,21.34662938117981,28571.001242339902,31619.25246241945
157,21.49163007736206,28571.001242339902,31446.343724512466
158,21.584630489349365,28571.001242339902,31278.863204607653
159,21.72962999343872,28571.001242339902,30963.20267390951
160,21.89163088798523,28571.001242339902,30825.766722356086
161,22.05063033103943,28571.001242339902,30695.8725938497
162,22.160630226135254,28571.001242339902,30557.016481500843
163,22.26563000679016,28571.001242339902,30428.917665623365
164,22.37163019180298,28571.001242339902,30319.268957486718
165,22.506629943847656,28571.001242339902,30140.184766230243
166,22.629629850387573,28571.001242339902,30035.066489559416
167,22.78863000869751,28571.001242339902,29945.1688905596
168,22.935629844665527,28571.001242339902,29859.892820142537
169,23.05420970916748,28571.001242339902,29600.56525295039
170,23.160719633102417,28571.001242339902,29527.69227806813
171,23.24772024154663,28571.001242339902,29457.863574292995
172,23.38971996307373,28571.001242339902,29393.771065403245
173,23.49372100830078,28571.001242339902,29336.691237081894
174,23.611720085144043,28571.001242339902,29288.465096211556
175,23.702720165252686,28571.001242339902,29225.957122663916
176,23.859720706939697,28571.001242339902,29186.631272879637
177,24.01372003555298,28571.001242339902,29151.692481050577
178,24.136720895767212,28571.001242339902,29071.847133390667
179,24.263720273971558,28571.001242339902,28935.193228717046
180,24.408720016479492,28571.001242339902,28793.74910504764
181,24.564720392227173,28571.001242339902,28764.425142994995
182,24.7227201461792,28571.001242339902,28736.723827991493
183,24.83872079849243,28571.001242339902,28700.660773117743
184,24.982719898223877,28571.001242339902,28677.36714091897
185,25.108722925186157,28571.001242339902,28643.225660524826
186,25.219409704208374,28571.001242339902,28625.304720312113
187,25.333980560302734,28571.001242339902,28607.57227286601
