Iteration,Time,BestCost,CurrentCost
0,0.03399777412414551,23728.971289113742,23728.971289113742
1,0.07799863815307617,23721.863155207477,23721.863155207477
2,0.350999116897583,23716.124261952697,23716.124261952697
3,0.3579990863800049,23696.291301550973,23696.291301550973
4,0.3769986629486084,23676.653980452957,23676.653980452957
5,0.408998966217041,23665.447140253622,23665.447140253622
6,1.2139558792114258,23662.657039009187,23662.657039009187
7,1.256955623626709,23657.737915164762,23657.737915164762
8,1.2579565048217773,23654.504162781315,23654.504162781315
9,1.2709558010101318,23624.60391837036,23624.60391837036
10,1.511955738067627,23619.62512161763,23619.62512161763
11,1.5249552726745605,23616.990413036463,23616.990413036463
12,1.556955337524414,23613.45400219683,23613.45400219683
13,2.3519554138183594,23611.131273978448,23611.131273978448
14,2.3569555282592773,23588.724474072544,23588.724474072544
15,2.5999560356140137,23588.104952814494,23588.104952814494
16,2.5999560356140137,23578.322627760397,23578.322627760397
17,2.6029558181762695,23570.378734307324,23570.378734307324
18,2.6583621501922607,23567.34092459943,23567.34092459943
19,2.800687551498413,23565.09708581485,23565.09708581485
20,2.8316874504089355,23563.98661885416,23563.98661885416
21,3.9176888465881348,23555.764530544013,23555.764530544013
22,3.958688735961914,23552.415855157196,23552.415855157196
23,3.9676880836486816,23532.512274206194,23532.512274206194
24,4.436688423156738,23527.64964433391,23527.64964433391
25,4.4396889209747314,23520.403298663754,23520.403298663754
26,4.911959648132324,23519.569551594614,23519.569551594614
27,5.05047345161438,23511.28090852273,23511.28090852273
28,5.152472972869873,23510.1415799614,23510.1415799614
29,5.156473159790039,23507.315886530698,23507.315886530698
30,5.493473529815674,23504.179992919304,23504.179992919304
31,6.038473606109619,23503.472779529962,23503.472779529962
32,6.429472923278809,23498.188106902882,23498.188106902882
33,7.1062421798706055,23495.373410995067,23495.373410995067
34,7.626754283905029,23489.757769629738,23489.757769629738
35,8.827754259109497,23487.74675703157,23487.74675703157
36,9.774951696395874,23469.06310955912,23469.06310955912
37,11.135950326919556,23463.28580103408,23463.28580103408
38,11.94002652168274,23456.824688372923,23456.824688372923
39,12.014025449752808,23455.792410608206,23455.792410608206
40,12.205026388168335,23447.710154698434,23447.710154698434
41,13.930294752120972,23408.159286380815,23408.159286380815
42,14.837294340133667,23398.284128345575,23398.284128345575
43,16.962327003479004,23398.284128345575,23398.28412834558
44,18.55562663078308,23374.757817564478,23374.757817564478
45,18.666627168655396,23351.03691742401,23351.03691742401
46,20.403480768203735,23351.03691742401,23351.03691742401
47,22.347697257995605,23351.03691742401,23351.03691742401
48,24.466224908828735,23351.03691742401,23351.03691742401
49,26.381571292877197,23351.03691742401,23351.03691742401
50,28.090428113937378,23351.03691742401,23351.03691742401
51,30.02790880203247,23351.03691742401,23351.03691742401
52,31.702677488327026,23351.03691742401,23351.03691742401
53,33.609068632125854,23351.03691742401,23351.03691742401
54,35.4264395236969,23351.03691742401,23351.03691742401
55,37.19997000694275,23351.03691742401,23351.03691742401
56,37.29597043991089,23350.719536551984,23350.719536551984
57,39.26627779006958,23350.719536551984,23350.719536551984
58,41.1303973197937,23350.719536551984,23350.719536551984
59,43.06034708023071,23350.719536551984,23350.719536551984
60,44.983150243759155,23350.719536551984,23350.719536551984
61,46.643147230148315,23350.719536551984,23350.719536551984
62,48.440027713775635,23350.719536551984,23350.719536551984
63,50.29213905334473,23350.719536551984,23350.719536551984
64,52.255934953689575,23350.71953655198,23350.71953655198
65,54.17624568939209,23350.71953655198,23350.71953655198
66,55.966845750808716,23350.71953655198,23350.71953655198
67,57.857449769973755,23350.71953655198,23350.71953655198
68,59.637898445129395,23350.71953655198,23350.71953655198
69,61.52392077445984,23350.71953655198,23350.719536551984
70,63.507473945617676,23350.71953655198,23350.719536551984
71,65.43124127388,23350.71953655198,23350.719536551984
72,67.22500562667847,23350.71953655198,23350.719536551984
73,69.16973304748535,23350.71953655198,23350.719536551984
74,70.92355370521545,23350.71953655198,23350.719536551984
75,72.89989900588989,23350.71953655198,23350.719536551984
76,74.8331971168518,23350.71953655198,23350.719536551984
77,76.6001968383789,23350.71953655198,23350.719536551984
78,78.57849383354187,23350.71953655198,23350.719536551984
79,80.41508650779724,23350.71953655198,23350.719536551984
80,82.20130491256714,23350.71953655198,23350.719536551984
81,84.16814184188843,23350.71953655198,23350.719536551984
82,86.0669994354248,23350.71953655198,23350.719536551984
83,87.98495745658875,23350.71953655198,23350.719536551984
84,89.78364038467407,23350.71953655198,23350.719536551984
85,91.68416976928711,23350.71953655198,23350.719536551984
86,93.35308742523193,23350.71953655198,23350.719536551984
87,95.1634361743927,23350.71953655198,23350.719536551984
88,97.0331199169159,23350.71953655198,23350.71953655198
89,98.98406791687012,23350.71953655198,23350.71953655198
90,100.9482262134552,23350.71953655198,23350.71953655198
91,103.06238341331482,23350.71953655198,23350.71953655198
92,105.00692105293274,23350.71953655198,23350.71953655198
93,106.877516746521,23350.71953655198,23350.71953655198
94,108.7274055480957,23350.71953655198,23350.71953655198
95,110.6101906299591,23350.71953655198,23350.71953655198
96,112.38930606842041,23350.71953655198,23350.71953655198
97,114.24132227897644,23350.71953655198,23350.71953655198
98,116.24396705627441,23350.71953655198,23350.71953655198
99,117.89896631240845,23350.71953655198,23350.71953655198
100,119.819739818573,23350.71953655198,23350.71953655198
101,121.69523119926453,23350.71953655198,23350.71953655198
102,123.63322734832764,23350.71953655198,23350.71953655198
103,125.38016366958618,23350.71953655198,23350.71953655198
104,127.14978170394897,23350.71953655198,23350.71953655198
105,129.07526683807373,23350.71953655198,23350.71953655198
